CASE_ID;Региональный_филиал;Населенный_пункт;Код_открытия_обращения;Код_закрытия_обращения;Технология;Услуга;Количество_операций_в_выполнении_процесса;Общее_время_выполнения_процесса
482847165##8914155;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;01. Отсутствует синхронизация;Муфта магистрального кабеля;xDSL;ШПД;8;118:11:27
482847166##8914156;Псковский филиал ОАО «ххх»;ВЕЛИКИЕ ЛУКИ;01. Отсутствует синхронизация;Замена оборудования СПД;xDSL;ШПД;6;112:00:51
482847167##8914157;Новгородский филиал ОАО «ххх»;СТАРАЯ РУССА;Отсутствие на одном/нескольких каналах;Дана консультация;PON;IP-TV;8;90:41:17
482847168##8914163;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Нарушение связи не обнаружено;Медная пара;ОТА;10;91:46:10
482847169##8914165;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Отсутствие на всех каналах;Исправлена схема подключения;Прочее;Кабельное TV;10;91:54:40
482847170##8914170;Карельский филиал ОАО «ххх»;КЕМЬ;"Нет зуммера ""ответ станции""";Шнур (м/телефонный, розеточный);Медная пара;ОТА;6;90:29:34
482847171##8914172;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Распределительный шкаф (шнур, контактный винт, обрыв кроссировки, отсутствие винтов, ламелей);Медная пара;ОТА;12;114:29:26
482847172##8914176;Коми филиал ОАО «ххх»;ВОРКУТА;Не получен IP-адрес;Повреждение проводки в квартире по вине абонента;FTTx;IP-TV;8;94:43:42
482847173##8914178;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Отсутствие на всех каналах;Повреждение в зоне ответственности абонента;Прочее;Кабельное TV;10;96:28:29
482847174##8914185;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;ПАРГОЛОВО;Отсутствие на всех каналах;Замена STB;PON;IP-TV;8;97:31:53
482847175##8914187;Карельский филиал ОАО «ххх»;СЕГЕЖА;Низкая скорость;Тестирование скорости доступа услуги;xDSL;ШПД;6;88:31:36
482847176##8914189;Калининградский филиал ОАО «ххх»;КАЛИНИНГРАД;01. Отсутствует синхронизация;Оптическое волокно в подъезде;PON;ШПД;16;96:12:14
482847177##8914190;Карельский филиал ОАО «ххх»;КОНДОПОГА;01. Отсутствует синхронизация;Абонент отказался от заявки (до РК проверено, в порядке);PON;ШПД;14;115:27:06
482847178##8914191;Петербургский филиал ОАО «ххх» Ленинградская обл.;БОКСИТОГОРСК;"Нет зуммера ""ответ станции""";Абонентский комплект (без замены платы);Медная пара;ОТА;8;88:50:55
482847179##8914196;Мурманский филиал ОАО «ххх»;МУРМАНСК;Неустойчивое физическое соединение;Замена CPE;PON;ШПД;9;115:30:41
482847180##8914197;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Отсутствие на всех каналах;Повреждение в зоне ответственности абонента;Прочее;Кабельное TV;6;90:45:15
482847181##8914199;Псковский филиал ОАО «ххх»;ВЕЛИКИЕ ЛУКИ;01. Отсутствует синхронизация;Прочие с указанием причины;PON;ШПД;4;121:04:57
482847182##8914204;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Комнатная проводка до клиента (до квартиры абонента/в подъезде);Медная пара;ОТА;6;91:35:38
482847183##8914206;Коми филиал ОАО «ххх»;СОСНОГОРСК;Не получен IP-адрес;Повторная активация ;FTTx;IP-TV;9;90:24:07
482847184##8914207;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Плохая слышимость;Замена пары в магистральном кабеле;Медная пара;ОТА;12;115:45:01
482847185##8914211;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;ПАРГОЛОВО;Другая ошибка;Дана консультация;PON;IP-TV;4;97:27:26
482847186##8914213;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Не получен IP-адрес;Замена патч-корда;PON;IP-TV;8;90:17:03
482847187##8914214;Коми филиал ОАО «ххх»;СЫКТЫВКАР;01. Отсутствует синхронизация;Замена оптического коннектора;PON;ШПД;8;90:16:57
482847188##8914215;Архангельский филиал ОАО «ххх»;АРХАНГЕЛЬСК;Нет соединения от абонента / к абоненту;Комнатная проводка (в домовладении/квартире);Медная пара;ОТА;10;113:47:04
